No|entity|annotation|index1|index2|sentence
1361|SERVICE|alert|17|22|my smart home to alert me when someone is using a computer
1362|SERVICE|open|17|21|my smart home to open dog doors at set intervals
1363|SERVICE|zaps|28|32|a zapper that automatically zaps insects that may come inside
1365|SERVICE|alert|17|22|my smart home to alert me when some one is watching inappropriate channels on TV
1366|SERVICE|give|17|21|my smart home to give me access to video from within my home,
1367|SERVICE|list|13|17|something to list all new available movies within all of my available platforms in a single location
1369|SERVICE|interact|11|19|my home to interact with my pets when I am away, by dispensing treats, toys, turning on water, etc
1370|SERVICE|send|17|21|my smart home to send me texts or email updates on energy use,
1371|SERVICE|set|27|30|the stove and oven to auto set to the correct temperature for the dish I'm cooking
1372|SERVICE|store|18|23|A weight scale to store and analyze my weight trends
1373|SERVICE|remind|17|23|my smart home to remind me when my bills are due.
1374|SERVICE|notify|17|23|my smart home to notify me immediately if there are weather alters in my area,
1376|SERVICE|heat|2|6|a heater that will heat the bathroom to a certain degree while the shower is on
1377|SERVICE|fill|26|30|a pet dish that will auto fill with water and food
1378|SERVICE|detecting|9|18|moisture detecting sensors in the ground
1379|SERVICE|alarm|12|17|the pool to alarm when anyone gets in without using the code
1380|SERVICE|alarm|12|17|the door to alarm when anyone under a certain height opens it
1381|SERVICE|raise|31|36|my smart home to automatically raise windows in the event of a fire 
1382|SERVICE|linked|9|15|a camera linked to my smart phone with video of the dogs
1383|SERVICE|contact|31|38|my smart home to automatically contact the fire department in case of a fire
1384|SERVICE|dispense|31|39|my smart home to automatically dispense fire extinguishing (safe) chemicals in case of a major fire
1388|SERVICE|notify|15|21|my smart phone notify me when my fevarite program on my TV.
1390|SERVICE|notify|0|6|notify me if there are any shortage in my kitchen product.
1391|SERVICE|norify|0|6|norify me if I put things in wrong place
1394|SERVICE|turn off|20|28|a setting that will turn off all lights when movement is not detected in a room
1395|SERVICE|google|39|45|a siri like feature where my house can google things
1397|SERVICE|flucuates|18|27|A thermostat that flucuates with the peak levels of electricity use, and regulates itself
1399|SERVICE|sucks up|22|30|A floor feature  that sucks up loose debris intov vents in the wall
1401|SERVICE|monitor|7|14|should monitor when the tv is on and what kind of shows my kid sees
1402|SERVICE|wake|3|7|to wake me up at the correct time in the morning.
1403|SERVICE|know|3|7|to know when the water in the tank is going to fill.
1404|SERVICE|regulate|11|19|my home to regulate my energy use
1405|SERVICE|wake|13|17|the house to wake my kids up in the morning
1406|SERVICE|know|3|7|to know any cameras targeting us to capture us without our permission.
1407|SERVICE|lock|13|17|the doors to lock automatically behind me when coming or going.
1408|SERVICE|self regulate|15|28|the bathtub to self regulate water tempertature
1409|SERVICE|find|9|13|my tv to find my favorite shows automatically
1410|SERVICE|remind|11|17|my home to remind me when its time to walk the dog
1411|SERVICE|turns on|29|37|a smart washing machine that turns on automatically or by remote command
1412|SERVICE|open and close|15|29|the windows to open and close at the touch of a button
1413|SERVICE|tell|14|18|my kitchen to tell me when Im low on the kids favorite foods
1414|SERVICE|turn off|11|19|my home to turn off lights automatically when someone leaves a room
1415|SERVICE|inform|13|19|the house to inform me of any insect intruders
1416|SERVICE|fills|15|20|a bathtub that fills to a predetermined water level
1417|SERVICE|regulates|18|27|a thermostat that regulates the temperature inside the house and turns off when needed
1418|SERVICE|turn off|12|20|lights that turn off in rooms when there is no movement detected in a certain amount of minutes
1419|SERVICE|flushes|37|44|a low flow toliet that automatically flushes when someone walks away
1420|SERVICE|records|27|34|a surveillance system that records movement outside my house and uploads it to my home server
1421|SERVICE|detect|36|42|a health monitoring system that can detect my blood pressure and other critical health factors
1422|SERVICE|organizes|19|28|a food device that organizes food portions and/or calories
1423|SERVICE|locks|36|41|a securty system that automatically locks doors and windows after a certain time of the day
1424|SERVICE|heats|14|19|a device that heats the roof of the house to melt snow
1426|SERVICE|unlock open|12|23|the door to unlock open automatically when my dog needs to use the bathroom, then let him back in, and then shut and lock the door behind him
1427|SERVICE|turn off and on|24|39|the Christmas lights to turn off and on automatically
1428|SERVICE|detect|32|38|the thermostat to automatically detect when we are in REM sleep to decrease the temperature
1429|SERVICE|cleans|28|34|a vacuum that automatically cleans the floor when it senses that it is dirty
1430|SERVICE|sense|33|38|a garage door that automatically sense when I get in my car and opens the door or when my car approaches the door and opens the door
1431|SERVICE|reads|20|25|a smart shower that reads temperature and time spent in the shower
1432|SERVICE|turn|25|29|my shower to immediately turn to a warm temperature before I get in
1433|SERVICE|lock|14|18|front door to lock if I am in the shower or busy cooking
1434|SERVICE|turn off|19|27|my water heater to turn off by itself at night
1435|SERVICE|turn off|31|39|my television to automatically turn off if I fall asleep on the couch
1436|SERVICE|cool down|24|33|my stove to immediately cool down after I am done cooking
1437|SERVICE|lock|12|16|my doors to lock if an intruder comes in
1438|SERVICE|cover|25|30|my pool to automatically cover itself when my child is playing outside
1439|SERVICE|close|13|18|my blinds to close when the house gets too sunny
1440|SERVICE|open|31|35|my dishwasher to automatically open when it's finished
1441|SERVICE|stop|10|14|my tub to stop filling when it reaches halfway
1442|SERVICE|informs|23|30|a security system that informs me of doors opening
1443|SERVICE|increase|13|21|the house to increase the volume when I'm playing
1444|SERVICE|adjust|12|18|my house to adjust lighting based on how many people are there
1445|SERVICE|turn|12|16|my house to turn speakers on depending on which room I'm in
1446|SERVICE|protect|3|10|to protect my children from harm
1447|SERVICE|dim|14|17|the lights to dim when it gets late
1448|SERVICE|turn on|17|24|the fireplace to turn on as soon as I enter the living room
1449|SERVICE|lock|29|33|the windows to automatically lock at night
1450|SERVICE|open|24|28|the garage door to only open on my command
1451|SERVICE|inform|17|23|my smart home to inform me if I haven't consumed enough calories at certain points in the day. 
1452|SERVICE|adjust|33|39|the temperature to automatically adjust based on how hot or cold it is outside
1453|SERVICE|lock|15|19|the ability to lock all doors on command
1454|SERVICE|turn on|22|29|my Pandora station to turn on when I enter a room
1455|SERVICE|open|27|31|lights in my smart home to open when I enter a room and turn off as I leave. 
1456|SERVICE|turn off|17|25|my smart home to turn off the oven after a certain time
1457|SERVICE|shut off|3|11|to shut off my hot water heaters when I am not at home 
1458|SERVICE|fill|19|23|a feature that can fill a tub remotely to the temperature I set as well as dispense correct amounts of soap/bubble bath 
1459|SERVICE|mow|7|10|my lawnmower to mow automatically
1460|SERVICE|choose|34|40|a screen in the kitchen that will choose healthy dinner recipes for my family on a nightly basis
1461|SERVICE|knows|33|38|some kind of food dispenser that knows when to feed my cats and dogs
1462|SERVICE|tell|32|36|a feature in my stove that will tell me the exact temperature of not just the stove but the burners and grill feature as well when in use
1463|SERVICE|turn on|17|24|my smart home to turn on the lights when my child cries
1464|SERVICE|control|26|33|a full featured remote to control diagnostics of my health and be transmitted to my television.
1465|SERVICE|send|17|21|my smart home to send a warning if the oven gets turned on by child
1466|SERVICE|recognize|25|34|my home to automatically recognize my nephews and nieces through facial recognition software and give them access to the house when they visit.
1467|SERVICE|lock|31|35|my smart home to automatically lock doors at night
1468|SERVICE|turn|15|19|electronics to turn themselves off if not being used in a certain amount of time
1469|SERVICE|clean|9|14|a vacuum cleaner that can automatically clean all pet areas on a daily basis or any area in which they have food or a high concentration of hair
1470|SERVICE|sound|30|35|my smart home to  immediately sound alarm if smoke is found
1471|SERVICE|flush|11|16|toilets to flush automatically.
1472|SERVICE|turn off|16|24|lightbulbs that turn off if a human presence is not detected
1473|SERVICE|know|13|17|the house to know how much food I have left
1474|SERVICE|sound|17|22|my smart home to sound an alarm if someone is walking around after night
1475|SERVICE|turn on|19|26|a system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire
1476|SERVICE|turn|12|16|exercise to turn to electricity
1477|SERVICE|adjust|13|19|the house to adjust the temp to lower while I'm asleep
1479|SERVICE|feed|13|17|the house to feed the cat
1480|SERVICE|alarm|17|22|my smart home to alarm if there is excessive screaming
1482|SERVICE|stay|12|16|floors that stay a certain temperature
1483|SERVICE|grab|13|17|the house to grab the mail
1484|SERVICE|sort|36|40|a trash can that will automatically sort and bag trash, recycling and compost
1486|SERVICE|unlock|9|15|doors to unlock automatically if I am specifically detected. 
1487|SERVICE|clean|15|20|the kitchen to clean itself
1488|SERVICE|drain|33|38|a feature that can automatically drain my pool in the fall/winter, cover it, and then refill it in the spring
1489|SERVICE|reprimand|13|22|the house to reprimand the animals 
1490|SERVICE|find|9|13|my TV to find all of my favorite shows on demand
1491|SERVICE|open|9|13|doors to open automatically. 
1492|SERVICE|notify|17|23|my smart home to notify me if someone leaves out or comes in after midnight
1493|SERVICE|notify|17|23|my smart home to notify me if there is a leak in the roof
1494|SERVICE|cook|17|21|a stove that can cook multiple items at different temperatures at the same time
1495|SERVICE|open|17|21|communication to open up with anyone in the house when prompted. 
1496|SERVICE|maintains|29|38|a space heater that actually maintains the temperature in the room
1498|SERVICE|alert|17|22|my smart home to alert me when anything rated higher than TV PG is playing on the televisions in the house 
1499|SERVICE|monitor|17|24|sensor that will monitor my child's body temperature at all times
1500|SERVICE|connects|14|22|a camera that connects to my smartphone and comes on when it detects pets but not humans
1501|SERVICE|alert|17|22|my smart home to alert me to reports of impending violent weather
1502|SERVICE|flush|24|29|Toilet to automatically flush with voice activation.
1503|SERVICE|hooks|24|29|a computer program that hooks to an outdoor camera and makes a popup appear on my PC screen when someone comes to the door
1504|SERVICE|alert|17|22|my smart home to alert me when any light bulb has fewer than 8 hours of life remaining
1505|SERVICE|alert|17|22|my smart home to alert me when streams, shows, podcasts I am interested in are coming on or are posted. 
1507|SERVICE|alert|17|22|my smart home to alert me to reports of crimes in the area
1508|SERVICE|tell|17|21|my smart home to tell me if clothes are finished washing or drying. 
1509|SERVICE|adjust|27|33|my shower to automatically adjust the temperature. 
1511|SERVICE|alert|17|22|my smart home to alert me to the new releases on Netflix which I add to a watch list each month
1512|SERVICE|automates|17|26|a cat house that automates feeding and give me updates through an app on my phone with webcam monitoring.
1513|SERVICE|alerts|17|23|a litterbox that alerts my phone when my cat has used it 
1514|SERVICE|define|17|23|my smart home to define words for me if I ask it to. 
1515|SERVICE|prepare|17|24|a robot that can prepare meals for me. 
1516|SERVICE|adjust|17|23|my smart home to adjust the water temperature in the shower by my input into my smart phone
1519|SERVICE|tell|13|17|my fridge to tell me whenever food is about to be spoiled with cameras that detect expiration date. 
1520|SERVICE|start|17|22|my smart home to start my car for me on cold mornings 
1521|SERVICE|turn|17|21|the heater/AC to turn off when I leave and turn back on when I unlock the front door
1522|SERVICE|recognize|20|29|a smart tv that can recognize it's viewer's face
1523|SERVICE|unlock|12|18|my doors to unlock to police or firefighters
1525|SERVICE|open|18|22|my garage door to open when my car pulls into the driveway
1526|SERVICE|activated|8|17|sensors activated at night by the doors and windows
1527|SERVICE|monitor|17|24|my smart home to monitor for mold and other airborne issues
1529|SERVICE|close|13|18|my blinds to close once it gets dark out and open when the sun comes up
1530|SERVICE|monitor|17|24|my smart home to monitor my baby's breathing at night
1532|SERVICE|open|18|22|a pet door to not open when any animal other than mine tries to enter it
1535|SERVICE|shut|38|42|my fridge or freezer to automatically shut if I leave it open
1536|SERVICE|detect|11|17|my home to detect the weather and adjust the heating/AC as necessary.
1537|SERVICE|synced|8|14|an oven synced with my smartphone so it preheats based on a recipe I have pulled up.
1538|SERVICE|interface|17|26|my appliances to interface with each other. I want them to share information about what they're doing (probably based on a recipe on my cellphone)
1539|SERVICE|adjust|20|26|automatic shades to adjust based on the amount of sunlight hitting the home.
1540|SERVICE|adjust|24|30|smart solar panels that adjust themselves.
1541|SERVICE|alerts|25|31|surveillance system that alerts me via smartphone
1543|SERVICE|accept|9|15|rooms to accept voice commands when I enter to play videos/music/etc determined by my smartphone on whatever device is available in the room.
1544|SERVICE|tell|17|21|my smart home to tell me when the water levels in my fish tanks fall more than 10% in an hour
1545|SERVICE|notify|16|22|a smart home to notify me when the temperature in my fish tanks rise or fall below 5 degrees to what I have set
1546|SERVICE|inform|17|23|my smart home to inform me when the temperature in my fridge/freezer drops 5 below it's set temp
1547|SERVICE|turns|18|23|a smart home that turns the lights to my fish tanks on and off throughout the day
1548|SERVICE|tell|17|21|my smart home to tell me when the filters in my fish tanks stop working
1549|SERVICE|remind|16|22|a smart home to remind me to take my vitamins and track when I have taken them
1550|SERVICE|control|21|28|the ability to fully control my electric/gas fireplace remotely (including turn on/off, heat setting, etc..)
1552|SERVICE|knows|44|49|a refridgerator/cabinets that automatically knows what we have in stock and how much of it
1553|SERVICE|store|11|16|a place to store medicine and have the dispensing be done automatically based on the prescription
1554|SERVICE|picks|27|32|a robot that automatically picks up stray clothes/toys/items
1555|SERVICE|talk|11|15|my home to talk to me ask me questions
1558|SERVICE|wake|12|16|my house to wake me up in the morning
1559|SERVICE|turn off|48|56|the stove top burners and oven to automatically turn off
1560|SERVICE|detect|11|17|Sensors to detect when my dog is at the backdoor
1561|SERVICE|lock|11|15|doors that lock automatically
1562|SERVICE|set|12|15|the oven to set the temp if I am preparing a meal from an app or using smart device.
1564|SERVICE|notify|13|19|a monitor to notify EMS if I don't move for more than a day
1565|SERVICE|take|3|7|to take phone calls just speaking in my home
1566|SERVICE|return|28|34|the robot vacuum cleaner to return to its charging station when needed
1567|SERVICE|send|3|7|to send txt using my voice in my home
1568|SERVICE|start|18|23|the dishwasher to start when energy consumpiton is low.
1569|SERVICE|send|12|16|a device to send me a text message when my child's phone crosses the threshold of our front door
1570|SERVICE|alert|17|22|My smart home to alert me when the children are not watching the proper television programs.
1571|SERVICE|send|12|16|a device to send me a text message if I lock the door and left the coffee pot on
1573|SERVICE|raise|32|37|the temperature of the water to raise and lower as needed troughout the day
1574|SERVICE|detect|18|24|sensors that will detect drafts 
1575|SERVICE|control|28|35|an app on my smart phone to control my stereo system
1576|SERVICE|brewed|29|35|My coffee freshly ground and brewed every morning before I wake up.
1577|SERVICE|read|17|21|My smart home to read stories to my children at bedtime.
1578|SERVICE|alert|35|40|a camera/alarm at the back door to alert me via sound and/or text message if the back door has been opened and left open
1579|SERVICE|detect|18|24|sensors that will detect stress on the foundation
1580|SERVICE|alert|9|14|my pc to alert me when any of the major systems in the home fail.
1582|SERVICE|detect|18|24|sensors that will detect termites
1583|SERVICE|monitor|19|26|my refrigerator to monitor the food content and place orders with local delivery services
1585|SERVICE|detect|18|24|sensors that will detect rodent activity
1586|SERVICE|record|17|23|My smart home to record all of my childre's conversations when they think they are alone with their friends.
1587|SERVICE|adjust|31|37|my thermostat to automatically adjust itself based on real-time weather updates
1589|SERVICE|calculate|11|20|my oven to calculate the best cook times for various foods
1590|SERVICE|eliminates|15|25|a monitor that eliminates unwanted insects
1592|SERVICE|refills|29|36|something that automatically refills the toilet paper in my bathroom
1593|SERVICE|alert|17|22|my smart home to alert me if the children are using the internet when they are supposed to be asleep
1594|SERVICE|alert|17|22|My smart home to alert me when anyone is within 29 feet of my house.
1595|SERVICE|alert|17|22|my smart home to alert me whenever anybody comes within five feet of my house or with seven feet of any window or door
1597|SERVICE|dryer|10|15|my cothes dryer to send a signal to my phone when it is finished, and be able to turn it on if I have not unloaded it.
1598|SERVICE|recognizes|23|33|an automated door that recognizes only my cat
1599|SERVICE|wake|35|39|a smart chair (recliner) that will wake me when I go to sleep
1600|SERVICE|tells|15|20|a monitor that tells me when I'm running low on certain foods
1601|SERVICE|notify|17|23|my smart home to notify me at what time my child returns home 
1603|SERVICE|advise|17|23|my smart home to advise me regarding the daily amount of heat lost through windows and doors during cold weather months
1605|SERVICE|update|22|28|my security system to update me when there is movement within the home
1606|SERVICE|remind|17|23|my smart home to remind my kids to do their homework
1607|SERVICE|move|16|20|my smarthome to move my trash to the curb on trash day
1608|SERVICE|adjust|27|33|my blinds to automatically adjust themselves dependent on sunlight 
1609|SERVICE|put out|17|24|my smart home to put out small fires
1610|SERVICE|advise|17|23|my smart home to advise me when my body switches from an anabolic state to a catabolic state
1611|SERVICE|turn|42|46|my electronic appliances to automatically turn themselves off
1612|SERVICE|adjust|25|31|the lights in my home to adjust themselves based on the time of day
1613|SERVICE|allows|28|34|a voice control system that allows me to monitor multiple features in the house
1614|SERVICE|inform|17|23|my smart home to inform me if any animal enters into my home or garage
1615|SERVICE|alert|11|16|my home to alert me if my dog gets out of the yard
1616|SERVICE|react|17|22|my smart home to react to my voice and vocabulary to categorize, list, play, and flip through songs and artists from wherever I am in the home
1617|SERVICE|adjust|17|23|my smart home to adjust my thermostat in my home to the temperature I prefer by memory and change by request of my voice only
1618|SERVICE|provide|17|24|my smart home to provide me with a daily report containing weight, percent body fat, heart rate, respiration rate and blood pressure
1619|SERVICE|cut off|12|19|my water to cut off
1621|SERVICE|sense|17|22|my smart home to sense my pet coming up to the door to open and let the pet outside.  Then open when he comes in from the outside and closes and relocks.
1625|SERVICE|switch off|11|21|sensors to switch off the lights and other appliances when nobody is there
1626|SERVICE|lock|29|33|my cabinets to automatically lock
1627|SERVICE|monitor|17|24|my smart home to monitor air quality and to open vents (and windows) when poor air quality is noted
1628|SERVICE|dim|14|17|the lights to dim and the music to play softly
1629|SERVICE|switch off|11|21|sensors to switch off the cooking gas when nothing is kept on the stove
1630|SERVICE|set|17|20|my smart home to set a musical and visual alarm, by the sound of my voice, for whenever I need it and stay at previous time
1631|SERVICE|adjust|19|25|the temperature to adjust by voice command
1632|SERVICE|warm|10|14|my bed to warm or cool automatically
1633|SERVICE|turn off|17|25|my smart home to turn off non-essential electrical consumption when there is nobody present inside my home
1634|SERVICE|turn on|20|27|A sound recorder to turn on automatically when I am asleep
1636|SERVICE|detecting|21|30|motion-activated pet detecting warning buzzer
1637|SERVICE|adjust|13|19|windows that adjust to the amount of outside light
1638|SERVICE|equipped with|17|30|my smart home to equipped with a home speaker
1639|SERVICE|create|17|23|A house that can create an adaptive playlist based on the time of day
1640|SERVICE|equipped with|17|30|my smart home to equipped with a smart air conditioner
1641|SERVICE|heat|18|22|A fridge that can heat different compartments at different temperatures
1643|SERVICE|equipped with|17|30|my smart home to equipped with smart bed
1644|SERVICE|tunes|15|20|a monitor that tunes into my classes at school 
1646|SERVICE|detect|13|19|faucets that detect temperature
1650|SERVICE|upload|9|15|scale to upload weight to a data server
1651|SERVICE|shut off|8|16|oven to shut off if the house is not occupied
1653|SERVICE|recognize|18|27|the television to recognize faces and automatically sign in to internet tv providers and email
1654|SERVICE|lock|26|30|My house to automatically lock all windows and doors once I close the front door and step on the front steps outsidde
1655|SERVICE|unlock|8|14|door to unlock when I am in proximity
1662|SERVICE|cleans|14|20|a toilet that cleans itself
1663|SERVICE|resist|12|18|floors that resist germs
1664|SERVICE|learns and remembers|20|40|A party fridge that learns and remembers my guests drink preferences and makes drink menus and orders low supplies.
1667|SERVICE|replenishes|17|28|it automatically replenishes itself at lunch time of pet.
1668|SERVICE|monitor|21|28|motion dectectors to monitor movement, and shut off lights and non-essential appliances if none is detected after a certain time
1669|SERVICE|measures|12|20|a home that measures changes in how tight my home is
1670|SERVICE|picks up|11|19|microphone picks up voice or instruments and automatically records the sound then transcribes and composes into sheet music
1671|SERVICE|turn off|17|25|my smart home to turn off the heat if anything is blocking the heater,
1672|SERVICE|indicate|20|28|smart techonolgy to indicate me wheather the students are studying or not by recognizing their voice
1673|SERVICE|dispensed|23|32|cat food automatically dispensed at certain times
1674|SERVICE|scan|25|29|a refridgerator that can scan items' barcode when something is low to have it delivered to my door
1675|SERVICE|lock|26|30|My house to automatically lock all windows and doors once I close the front door and step on the front steps outsidde,
1676|SERVICE|senses|18|24|a thermostat that senses when I arrive home
1677|SERVICE|collect|11|18|walls that collect sunlight to heat my house
1678|SERVICE|senses|10|16|a tv that senses when I am asleep and shuts off
1679|SERVICE|lock|45|49|smart gates on the stairs that automatically lock
1680|SERVICE|recognize|17|26|my smart home to recognize stress words that automatically cue appropriate music from the stereo
1681|SERVICE|search, and download|13|33|a program to search,  and download movies on it's own when I ask it to
1682|SERVICE|alarm|13|18|a machine to alarm me at the time of serials
1683|SERVICE|puts|31|35|a automatic egg harvester that puts the eggs in the fridge
1684|SERVICE|sense|18|23|my coffeemaker to sense when I get out of bed
1685|SERVICE|turn down|31|40|my thermostat to automatically turn down when it's bedtime
1686|SERVICE|indicate|14|22|an machine to indicate me the level of water in the water tank.
1687|SERVICE|alert|28|33|a perimeter alarm that will alert me if anyone enters my yard
1693|SERVICE|clean and refill|19|35|an smartmachine to clean and refill my fish tank whenever the tank looks dirty
1694|SERVICE|controls|14|22|a remote that controls my lights, tv, other electronics
1695|SERVICE|clean|16|21|smart device to clean your windows automatically,
1696|SERVICE|alert|17|22|my smart home to alert neighbors to emergencies in my home
1697|SERVICE|tell|13|17|a machine to tell me what allergens are in my home
1698|SERVICE|detect|17|23|my smart home to detect high dust/dirt levels and dispense cleaning tools
1699|SERVICE|changes|14|21|a device that changes the temperature of the house to my comfort when I walk in or 30 minutes before I walk in.  
1700|SERVICE|switch off|22|32|an control machine to switch off the gas stove by pressing the remote from anywhere
1704|SERVICE|know|23|27|a device that let's me know how much energy I am using
1707|SERVICE|charge|18|24|a device that can charge electric cars
1708|SERVICE|tracking|24|32|web cam system, perhaps tracking system
1709|SERVICE|control|18|25|a device that can control how bright or dim the lights are
1710|SERVICE|tracks|21|27|security system that tracks my belongings
1711|SERVICE|clean|17|22|smart machine to clean my vessels in a neat way
1712|SERVICE|cleans|14|20|a device that cleans my bathroom, remotely
1714|SERVICE|unlock|12|18|the door to unlock by itself for my kids when they come home, but not anyone else
1715|SERVICE|cools down|14|24|a device that cools down any of my electronic devices
1716|SERVICE|move|15|19|walls that can move my mounted TVs around
1717|SERVICE|greet|18|23|a device that can greet me and hold conversations with me in any room in the house and in the yard
1718|SERVICE|emit|18|22|a device that can emit nice fragrances when I have a female date over.
1719|SERVICE|display|24|31|a Refrigerator that can display what the best prices in my area are for food I'm running low on
1720|SERVICE|heats|29|34|dynamic climate control that heats me up when I'm cold, then brings me back to a normal temp
1721|SERVICE|throw|19|24|something that can throw pet toys around when I'm not around
1722|SERVICE|starts|17|23|a fireplace that starts itself automatically when appropriate
1723|SERVICE|sent|22|26|weather notifications sent to my bedroom in the morning
1724|SERVICE|open|21|25|a pet door that will open for my pet and lock afterwards
1725|SERVICE|sense|25|30|my curtains or blinds to sense the sun and go down automatically if it's facing their side of the house
1726|SERVICE|see|35|38|a sensor on the back door that can see when my dog needs to go outside
1727|SERVICE|turn on|31|38|my television to automatically turn on if there's urgent news
1728|SERVICE|tell|17|21|a dryer that can tell when clothes are dry and shut itself off
1729|SERVICE|set|18|21|lights that I can set to preset timers
1730|SERVICE|log|17|20|a meter that can log how much water I use for things and breakdown where I can save water
1731|SERVICE|starts|36|42|a timer on my TV that automatically starts when turned on
1732|SERVICE|put|13|16|my closet to put forth clothing that is appropriate for the weather
1733|SERVICE|turn on|13|20|cameras that turn on when someone pulls into the driveway and shows me who is coming
1734|SERVICE|monitor|9|16|a way to monitor what is in my oven when I'm in other rooms of the house
1735|SERVICE|track|9|14|a way to track chores around the house, such as when I watered the lawn, when I last changed the dog's water bowl, etc.
1737|SERVICE|track|13|18|something to track when I need to fix something on the house that I can't normally see, such as clogged gutters or a problem with the roof
1738|SERVICE|sense|15|20|a tub that can sense how much water is in it and shuts off at a certain level
1739|SERVICE|sense|12|17|my house to sense me driving into the drive and automatically open the garage door
1741|SERVICE|sense|17|22|my smart home to sense when it is nighttime and my baby cries it will bring the lights up dimly 
1742|SERVICE|sense|17|22|my smart home to sense when I have come home from a stressful day at work and automatically draw me a tub to the perfect temperature and add bath salts and light electric candles and dim the bathroom lights.
1743|SERVICE|sense|16|21|lights that can sense when someone is in the room and turn off when they leave and turn on when someone comes in the room, but also be able to sense when someone is in bed and not turn on,
1745|SERVICE|walk|2|6|a walking machine that will walk my dog
1746|SERVICE|receive|3|10|to receive a notification from smartphone
1747|SERVICE|detect|13|19|the house to detect when there is smoke and shut off the appropriate appliances
1748|SERVICE|lock|13|17|the house to lock, cameras turned on, and the police notified when there is a break in
1749|SERVICE|detect|13|19|my fridge to detect when food spoils
1750|SERVICE|turn on|18|25|the television to turn on when I sit on the couch, and the channel turned to my favorite show
1751|SERVICE|stop|3|7|to stop electricity to certain outlets that no longer need it, like when a phone is done charging
1752|SERVICE|detect|13|19|the house to detect if my cat or dog is trying to run out of a door left open
1753|SERVICE|notify|13|19|the house to notify me when my children are home alone for more than 20 minutes
1754|SERVICE|detect|26|32|cameras on the outside to detect if suspicious characters like to linger outside my home
1755|SERVICE|notify|13|19|the house to notify me when the structural integrity of the house is in danger, such as leaks or rotting wood
1756|SERVICE|notify|13|19|the house to notify me if I am alone
